iter	Logloss
0	0.6778451447
1	0.6643166905
2	0.651100039
3	0.6352197105
4	0.6204475139
5	0.6054187394
6	0.5914010711
7	0.5774545409
8	0.5639040272
9	0.5508041204
10	0.5377782108
11	0.5244406454
12	0.5129522427
13	0.5047648399
14	0.4942788801
15	0.4836563963
16	0.4733597076
17	0.462958952
18	0.4527884404
19	0.4423006477
20	0.4316433978
21	0.4257452804
22	0.4178328188
23	0.4102352188
24	0.4036005412
25	0.3956165916
26	0.387373137
27	0.379304931
28	0.3727531895
29	0.3642788818
30	0.3560127874
31	0.3479576622
32	0.3436537432
33	0.3363219535
34	0.3293852086
35	0.3250952464
36	0.318896325
37	0.3127106182
38	0.3073316499
39	0.3018370112
40	0.2972649655
41	0.2923277651
42	0.2874269006
43	0.2821454458
44	0.2767952682
45	0.2722251625
46	0.2673476602
47	0.2627246381
48	0.25819292
49	0.2543143975
50	0.2506433262
51	0.2468813901
52	0.243529813
53	0.2391733238
54	0.2355456472
55	0.2323462132
56	0.228979201
57	0.2262870038
58	0.2235166786
59	0.2195870668
60	0.2170369114
61	0.212864539
62	0.2089782381
63	0.2066659231
64	0.204771092
65	0.2016699645
66	0.1986970731
67	0.1965902298
68	0.1936994862
69	0.1909254075
70	0.1879860694
71	0.1849670141
72	0.1825108627
73	0.1804252578
74	0.1778866497
75	0.1757493574
76	0.1738855703
77	0.1719919758
78	0.16996984
79	0.1679689439
80	0.165911758
81	0.1638586327
82	0.1619238214
83	0.1598533222
84	0.1581241665
85	0.1560256302
86	0.154120791
87	0.152085736
88	0.1504272725
89	0.1484928238
90	0.1467449757
91	0.1451994537
92	0.1436946935
93	0.1421138193
94	0.140749196
95	0.1391981204
96	0.1375063045
97	0.1357470468
98	0.1346093858
99	0.1336305162
100	0.1323210413
101	0.1309561422
102	0.1296441388
103	0.1283199876
104	0.1269401363
105	0.1259365936
106	0.124964721
107	0.1239012905
108	0.122623122
109	0.1211279959
110	0.120355652
111	0.1190188006
112	0.1180251738
113	0.117302452
114	0.116286056
115	0.1152440045
116	0.1143739705
117	0.1131899406
118	0.1125332525
119	0.1114391876
120	0.1107184154
121	0.1097519623
122	0.1086613776
123	0.1078983795
124	0.1071629336
125	0.106369094
126	0.1053789143
127	0.1045960987
128	0.103640446
129	0.1029640976
130	0.1024133831
131	0.1016353786
132	0.1007823045
133	0.1000678119
134	0.09936870217
135	0.09849372939
136	0.0976885564
137	0.09691307799
138	0.09613995637
139	0.0954272295
140	0.09479405205
141	0.09406327175
142	0.09351952299
143	0.09287332474
144	0.09201722654
145	0.09137192295
146	0.09063159017
147	0.09007527054
148	0.08935167935
149	0.0889389128
150	0.08845840487
151	0.08775497566
152	0.08733867646
153	0.08699035303
154	0.08640071729
155	0.0860481761
156	0.08541104965
157	0.08483776821
158	0.08412609426
159	0.08372367987
160	0.08317378593
161	0.08265537677
162	0.08211645066
163	0.08165869991
164	0.08117302007
165	0.08067128675
166	0.08022280811
167	0.07982376069
168	0.07946397645
169	0.07907405133
170	0.07856024605
171	0.07808032116
172	0.07770169571
173	0.07739152329
174	0.07696667744
175	0.07651289573
176	0.07612426455
177	0.07565318248
178	0.07529724474
179	0.07487249603
180	0.07426587382
181	0.07364762562
182	0.07322968133
183	0.07283926756
184	0.07246292151
185	0.07196141349
186	0.07166642575
187	0.07124240383
188	0.07086144679
189	0.07051550119
190	0.07019321413
191	0.06991662567
192	0.06950486418
193	0.06921100814
194	0.06881731707
195	0.06848596056
196	0.06825658223
197	0.06793668502
198	0.06751284933
199	0.0672061837
200	0.06673856022
201	0.0663752251
202	0.06613599796
203	0.0657780915
204	0.06535656082
205	0.06507482101
206	0.06483281173
207	0.06452405296
208	0.0641990316
209	0.06396254541
210	0.06365944511
211	0.06339144949
212	0.06309661743
213	0.06284965031
214	0.06260844301
215	0.06236111543
216	0.06206391925
217	0.06169437147
218	0.06142474407
219	0.06121053634
220	0.06099754657
221	0.06077622414
222	0.06050159638
223	0.06037349569
224	0.06003450355
225	0.05976677792
226	0.05955903862
227	0.05930215717
228	0.0589568229
229	0.0586931638
230	0.0584069149
231	0.05819940538
232	0.05797349963
233	0.0578046542
234	0.05759052627
235	0.0573157634
236	0.05696151524
237	0.05677726387
238	0.05650215388
239	0.05631007008
240	0.05608286351
241	0.05592793074
242	0.05563374435
243	0.05534569634
244	0.05513636998
245	0.05493188963
246	0.05476211025
247	0.05459946321
248	0.05442378156
249	0.05418677138
250	0.05404006257
251	0.05375501405
252	0.05354674872
253	0.05330556493
254	0.05314167218
255	0.05296107249
256	0.05272660632
257	0.05253201595
258	0.05239917746
259	0.05226213615
260	0.05211422788
261	0.0519933707
262	0.0519095835
263	0.05167488611
264	0.05143811608
265	0.05126598101
266	0.05106181903
267	0.0509286264
268	0.05079186177
269	0.05065734925
270	0.05050694075
271	0.05031592188
272	0.05014589074
273	0.04990947402
274	0.04969350086
275	0.04944891774
276	0.04916480877
277	0.04897934707
278	0.0487812461
279	0.04856148465
280	0.04837500988
281	0.04817133739
282	0.04804649828
283	0.04783651859
284	0.04772833172
285	0.04758997491
286	0.0473977717
287	0.04727346726
288	0.04709684021
289	0.04691449264
290	0.04677643504
291	0.04664341235
292	0.04643921786
293	0.04624144501
294	0.04608123601
295	0.04593949159
296	0.04581770318
297	0.04569036942
298	0.04550325384
299	0.04535131834
300	0.04520771666
301	0.04507471619
302	0.04492738217
303	0.04480724268
304	0.0447188751
305	0.04461040066
306	0.04448375667
307	0.04436099592
308	0.04427263279
309	0.04409061122
310	0.0439472659
311	0.04381498162
312	0.04356312682
313	0.04344787647
314	0.04330217538
315	0.04314820128
316	0.04298488915
317	0.04293201117
318	0.04286033446
319	0.04270538144
320	0.04252997001
321	0.04237700665
322	0.04216656872
323	0.04205731733
324	0.04188631704
325	0.04178157199
326	0.04163799793
327	0.04147848612
328	0.04135832832
329	0.04127750256
330	0.04113861553
331	0.04098859644
332	0.04087015217
333	0.04068217375
334	0.04053776929
335	0.04044494433
336	0.04027010227
337	0.04017540576
338	0.04001650674
339	0.03981271935
340	0.03966861677
341	0.03955095162
342	0.03946394834
343	0.03930019873
344	0.0391827057
345	0.03905375298
346	0.03895177163
347	0.03882019464
348	0.03866899222
349	0.03846987887
350	0.03840422688
351	0.03825407929
352	0.03815181785
353	0.03802563351
354	0.03786751506
355	0.03773126466
356	0.03763437221
357	0.037557992
358	0.03744990381
359	0.03733971977
360	0.03719030549
361	0.0371043931
362	0.03695057669
363	0.03685127866
364	0.03675202123
365	0.03658669404
366	0.0364703059
367	0.03637449707
368	0.03623885403
369	0.03617306169
370	0.03605325203
371	0.03596837564
372	0.03585892741
373	0.03579652635
374	0.035684872
375	0.03555518675
376	0.03546197776
377	0.03535423936
378	0.035290979
379	0.0351951728
380	0.03514039345
381	0.03508141687
382	0.03503165782
383	0.03490152304
384	0.03484250304
385	0.03478052977
386	0.03468699494
387	0.03458336447
388	0.03451861792
389	0.03441029345
390	0.03432426385
391	0.03423006238
392	0.03411095665
393	0.03402431346
394	0.03392688531
395	0.03384374704
396	0.03374019793
397	0.03366108745
398	0.03359172491
399	0.03357477668
400	0.03348417948
401	0.0333583437
402	0.03325198469
403	0.03313188479
404	0.03307664391
405	0.03303358496
406	0.03295792043
407	0.03284997269
408	0.03274428789
409	0.03265755307
410	0.0325928503
411	0.03252310882
412	0.032404643
413	0.03235167944
414	0.03227305662
415	0.03219563459
416	0.03208087221
417	0.0320391325
418	0.03196903861
419	0.03192081997
420	0.03182718906
